N,N_perfect,N_zero,N_score_levels,Ceiling_cut,Floor_cut,Pct_ceiling,Pct_floor,Skewness,Kurtosis,BC,BC_ref,Dip,Dip_p,Bimodal
253,45,0,24,24,8,30.4,28.9,0.034,-1.606,0.7002,0.5556,0.08696,0,TRUE
